keyword,original terms,new terms,same
外资企业所得税,外资 / 企业 / 所得税,外资 / 企业 / 所得税,Y
海运,海运,海运,Y
2009 59号,2009 / 59 / 号,2009 / 59 / 号,Y
首席代表 个人所得税,首席 / 代表 / 个人 / 所得税,首席代表 / 个人所得税,N
汇总缴纳企业所得税,汇总 / 缴纳 / 企业 / 所得税,汇总 / 缴纳 / 企业 / 所得税,Y
办事机构,办事 / 机构,办事 / 机构,Y
股权转让企业计算,股权 / 转让 / 企业 / 计算,股权 / 转让 / 企业 / 计算,Y
企业所得税法 暂行条例,企业 / 所得税 / 法 / 暂行 / 条例,企业 / 所得税法 / 暂行 / 条例,N
高新技术企业 电子 税收优惠,高新 / 技术 / 企业 / 电子 / 税收 / 优惠,高新技术 / 企业 / 电子 / 税收优惠,N
关于股权转让有关营业税问题,关于 / 股权 / 转让 / 有关 / 营业税 / 问题,关于 / 股权 / 转让 / 有关 / 营业税 / 问题,Y
销售购物卡方式销售货物的行为,销售 / 购物 / 卡方式 / 销售 / 货物 / 的 / 行为,销售 / 购物卡 / 方式 / 销售 / 货物 / 的 / 行为,N
母子公司 盈利亏损 企业所得税,母子 / 公司 / 盈利 / 亏损 / 企业 / 所得税,母子公司 / 盈利 / 亏损 / 企业 / 所得税,N
并购不动产,并购 / 不动产,并购 / 不动产,Y
周某贩卖毒品罪案,周 / 某 / 贩卖 / 毒品 / 罪案,周 / 某 / 贩卖 / 毒品 / 罪案,Y
跨区域经营试点 小额贷款公司,跨 / 区域 / 经营 / 试点 / 小额 / 贷款 / 公司,跨 / 区域 / 经营 / 试点 / 小额贷款 / 公司,N
海关监管期 与 设备,海关 / 监管期 / 与 / 设备,海关 / 监管 / 期 / 与 / 设备,N
商品房抵押,商品房 / 抵押,商品房 / 抵押,Y
税务登记表(适用于企业分支机构,税务 / 登记表 / 适用 / 于 / 企业 / 分支 / 机构,税务 / 登记表 / 适用 / 于 / 企业 / 分支 / 机构,Y
外汇交易系统,外汇 / 交易 / 系统,外汇 / 交易系统,N
土地使用权出资或者入股批准文件,土地 / 使用权 / 出资 / 或者 / 入股 / 批准 / 文件,土地 / 使用权 / 出资 / 或者 / 入股 / 批准 / 文件,Y
连续工龄,连续 / 工龄,连续 / 工龄,Y
公安部关于进一步加大打击和防范非法集资工作力度的通知,公安部 / 关于 / 进一步 / 加大 / 打击 / 和 / 防范 / 非法 / 集资 / 工作 / 力度 / 的 / 通知,公安部 / 关于 / 进一步 / 加大 / 打击 / 和 / 防范 / 非法 / 集资 / 工作 / 力度 / 的 / 通知,Y
五类企业自有资金改造的政策,五类 / 企业 / 自有 / 资金 / 改造 / 的 / 政策,五 / 类 / 企业 / 自有 / 资金 / 改造 / 的 / 政策,N
进口设备免征进口关税,进口 / 设备 / 免征 / 进口 / 关税,进口 / 设备 / 免征 / 进口 / 关税,Y
无形资产 关联 生产,无形 / 资产 / 关联 / 生产,无形 / 资产 / 关联 / 生产,Y
租赁 房屋 抵押,租赁 / 房屋 / 抵押,租赁 / 房屋 / 抵押,Y
国税发 与 1995 与 015,国 / 税发 / 与 / 1995 / 与 / 015,国税 / 发 / 与 / 1995 / 与 / 015,N
"变更土地用途, 外商",变更 / 土地 / 用途 / 外商,变更 / 土地 / 用途 / 外商,Y
房地产 拆迁,房地产 / 拆迁,房地产 / 拆迁,Y
情势变更 与 判决文书,情势 / 变更 / 与 / 判决 / 文书,情势 / 变更 / 与 / 判决 / 文书,Y
广东省增值税防伪税控系统管理实施办法,广东 / 省 / 增值税 / 防伪 / 税控 / 系统 / 管理 / 实施 / 办法,广东省 / 增值税 / 防伪 / 税 / 控 / 系统 / 管理 / 实施 / 办法,N
劳动派遣人员缴纳社保,劳动 / 派遣 / 人员 / 缴纳 / 社保,劳动 / 派遣 / 人员 / 缴纳 / 社保,Y
营业税 分出保费,营业税 / 分出 / 保费,营业税 / 分出 / 保费,Y
Caishui 2011 111,CAISHUI / 2011 / 111,CAISHUI / 2011 / 111,Y
北京市经济和信息化委员会关于北京市2010年软件企业认定有关事项的通知,北京 / 市 / 经济 / 和 / 信息化 / 委员会 / 关于 / 北京 / 市 / 2010 / 年 / 软件 / 企业 / 认定 / 有关 / 事项 / 的 / 通知,北京市 / 经济 / 和 / 信息化 / 委员会 / 关于 / 北京市 / 2010年 / 软件 / 企业 / 认定 / 有关 / 事项 / 的 / 通知,N
产假期间工资,产假 / 期间 / 工资,产假 / 期间 / 工资,Y
对未按规定保管、开具增值税专用发票的处罚,对 / 未 / 按 / 规定 / 保管 / 开具 / 增值税 / 专用 / 发票 / 的 / 处罚,对 / 未 / 按 / 规定 / 保管 / 开具 / 增值税 / 专用 / 发票 / 的 / 处罚,Y
全资控股,全资 / 控股,全资 / 控股,Y
财税[2011]50号,财税 / 2011 / 50 / 号,财税50 / 号,N
一般贸易,一般 / 贸易,一般 / 贸易,Y
国家税务总局公告2011年第45号,国家 / 税务 / 总局 / 公告 / 2011 / 年 / 第 / 45 / 号,国家 / 税务 / 总局 / 公告 / 2011年 / 第 / 45 / 号,N
中西部,中 / 西部,中西部,N
医药,医药,医药,Y
《中华人民共和国税收征收管理法》,中华 / 人民 / 共和国 / 税收 / 征收 / 管理 / 法,中华人民共和国 / 税收 / 征收 / 管理 / 法,N
关于鼓励跨国公司在京设立地区总部的若干规定,关于 / 鼓励 / 跨国公司 / 在 / 京 / 设立 / 地区 / 总部 / 的 / 若干 / 规定,关于 / 鼓励 / 跨国公司 / 在 / 京 / 设立 / 地区 / 总部 / 的 / 若干 / 规定,Y
合同范本,合同 / 范本,合同 / 范本,Y
维简费,维简费,维 / 简 / 费,N
行政,行政,行政,Y
国税函[2006]902号,国税函 / 2006 / 902 / 号,国税 / 函902 / 号,N
企业分立,企业 / 分立,企业 / 分立,Y
国税发[1993]154号,国 / 税发 / 1993 / 154 / 号,国税 / 发154 / 号,N
城镇土地使用税暂行条例,城镇 / 土地 / 使用 / 税 / 暂行 / 条例,城镇 / 土地使用税 / 暂行 / 条例,N
营业税，建筑,营业税 / 建筑,营业税 / 建筑,Y
transfer pricing,TRANSFER / PRICING,TRANSFER / PRICING,Y
外商投资企业 清算,外商 / 投资 / 企业 / 清算,外商 / 投资 / 企业 / 清算,Y
环境污染,环境 / 污染,环境 / 污染,Y
专项用途财政性资金,专项 / 用途 / 财政性 / 资金,专项 / 用途 / 财政性 / 资金,Y
关于技术先进型服务企业有关企业所得税政策问题的通知,关于 / 技术 / 先进型 / 服务 / 企业 / 有关 / 企业 / 所得税 / 政策 / 问题 / 的 / 通知,关于 / 技术 / 先进 / 型 / 服务 / 企业 / 有关 / 企业 / 所得税 / 政策 / 问题 / 的 / 通知,N
2011,2011,2011,Y
开办费摊销 税,开办费 / 摊销 / 税,开办费 / 摊销 / 税,Y
资产损失 企业所得税,资产 / 损失 / 企业 / 所得税,资产 / 损失 / 企业 / 所得税,Y
财税[2012]39号,财税 / 2012 / 39 / 号,财税39 / 号,N
国税发[2003]45号,国 / 税发 / 2003 / 45 / 号,国税 / 发45 / 号,N
固定资产处置,固定 / 资产 / 处置,固定资产 / 处置,N
汇发[2005]75号,汇发 / 2005 / 75 / 号,汇 / 发75 / 号,N
外商投资项目核准,外商 / 投资 / 项目 / 核准,外商 / 投资 / 项目 / 核准,Y
大气污染,大气污染,大气 / 污染,N
集体资产转让,集体 / 资产 / 转让,集体 / 资产 / 转让,Y
电影,电影,电影,Y
格式条款,格式 / 条款,格式 / 条款,Y
外商投资企业批准证书,外商 / 投资 / 企业 / 批准 / 证书,外商 / 投资 / 企业 / 批准 / 证书,Y
侵权行为法,侵权 / 行为 / 法,侵权行为 / 法,N
基本医疗保险,基本 / 医疗 / 保险,基本 / 医疗 / 保险,Y
国税函[2010]46号,国税函 / 2010 / 46 / 号,国税 / 函46 / 号,N
商标权,商标权,商标权,Y
境内再投资,境内 / 再 / 投资,境内 / 再投资,N
内地与香港避免双重征税和防止偷漏税的安排,内地 / 与 / 香港 / 避免 / 双重 / 征税 / 和 / 防止 / 偷 / 漏税 / 的 / 安排,内地 / 与 / 香港 / 避免 / 双重 / 征税 / 和 / 防止 / 偷 / 漏税 / 的 / 安排,Y
外商投资企业法实施细则,外商 / 投资 / 企业 / 法 / 实施 / 细则,外商 / 投资 / 企业法 / 实施 / 细则,N
著作权许可协议,着 / 作权 / 许可 / 协议,着 / 作 / 权 / 许可 / 协议,N
境外直接投资人民币结算试点管理办法,境外 / 直接 / 投资 / 人民币 / 结算 / 试点 / 管理 / 办法,境外 / 直接 / 投资 / 人民币 / 结算 / 试点 / 管理 / 办法,Y
国有企业改制 与 程序,国有 / 企业 / 改制 / 与 / 程序,国有 / 企业 / 改制 / 与 / 程序,Y
国务院关于印发进一步鼓励软件产业和集成电路产业发展若干政策的通知,国务院 / 关于 / 印发 / 进一步 / 鼓励 / 软件 / 产业 / 和 / 集成 / 电路 / 产业 / 发展 / 若干 / 政策 / 的 / 通知,国务院 / 关于 / 印发 / 进一步 / 鼓励 / 软件产业 / 和 / 集成电路 / 产业 / 发展 / 若干 / 政策 / 的 / 通知,N
补充公积金 企业所得税,补充 / 公积金 / 企业 / 所得税,补充 / 公积金 / 企业 / 所得税,Y
2006 156,2006 / 156,2006 / 156,Y
转基因食品,转 / 基因 / 食品,转基因 / 食品,N
特许经营协议,特许 / 经营 / 协议,特许 / 经营 / 协议,Y
中华人民共和国出境入境管理法,中华 / 人民 / 共和国 / 出境 / 入境 / 管理 / 法,中华人民共和国 / 出境 / 入境 / 管理 / 法,N
所得税实施条例,所得税 / 实施 / 条例,所得税 / 实施 / 条例,Y
再投资,再 / 投资,再投资,N
个人所得税年度申报,个人 / 所得税 / 年度 / 申报,个人所得税 / 年度 / 申报,N
增资扩股,增资 / 扩股,增资 / 扩股,Y
投资性公司 投资,投资性 / 公司 / 投资,投资性公司 / 投资,N
国家税务总局关于外籍个人取得有关补贴征免个人所得税执行问题的批复,国家 / 税务 / 总局 / 关于 / 外籍 / 个人 / 取得 / 有关 / 补贴 / 征免 / 个人 / 所得税 / 执行 / 问题 / 的 / 批复,国家 / 税务 / 总局 / 关于 / 外籍 / 个人 / 取得 / 有关 / 补贴 / 征 / 免 / 个人所得税 / 执行 / 问题 / 的 / 批复,N
汽车品牌销售,汽车 / 品牌 / 销售,汽车 / 品牌 / 销售,Y
关于境外注册中资控股企业依据实际管理机构标准认定为居民企业有关问题的通知,关于 / 境外 / 注册 / 中资 / 控股 / 企业 / 依据 / 实际 / 管理 / 机构 / 标准 / 认定 / 为 / 居民 / 企业 / 有关 / 问题 / 的 / 通知,关于 / 境外 / 注册 / 中资 / 控股 / 企业 / 依据 / 实际 / 管理 / 机构 / 标准 / 认定 / 为 / 居民 / 企业 / 有关 / 问题 / 的 / 通知,Y
承包经营,承包 / 经营,承包 / 经营,Y
中华人民共和国城市规划法,中华 / 人民 / 共和国 / 城市 / 规划 / 法,中华人民共和国 / 城市 / 规划 / 法,N
担保法解释,担保法 / 解释,担保 / 法 / 解释,N
软件 增值税,软件 / 增值税,软件 / 增值税,Y
香港公司条例,香港 / 公司 / 条例,香港 / 公司 / 条例,Y
保险公司偿付能力管理规定,保险 / 公司 / 偿付 / 能力 / 管理 / 规定,保险 / 公司 / 偿付能力 / 管理 / 规定,N
职务发明,职务 / 发明,职务 / 发明,Y
生产性外商投资企业,生产性 / 外商 / 投资 / 企业,生产性 / 外商 / 投资 / 企业,Y
加拿大个人所得税法,加拿大 / 个人 / 所得税 / 法,加拿大 / 个人 / 所得税法,N
债权性投资,债权性 / 投资,债权 / 性 / 投资,N
光伏,光伏,光 / 伏,N
"常设机构, 税务",常设 / 机构 / 税务,常设 / 机构 / 税务,Y
走出去,走 / 出去,走 / 出去,Y
生物,生物,生物,Y
国家税务总局关于企业政策性搬迁或处置收入有关企业所得税处理问题的通知,国家 / 税务 / 总局 / 关于 / 企业 / 政策性 / 搬迁 / 或 / 处置 / 收入 / 有关 / 企业 / 所得税 / 处理 / 问题 / 的 / 通知,国家 / 税务 / 总局 / 关于 / 企业 / 政策性 / 搬迁 / 或 / 处置 / 收入 / 有关 / 企业 / 所得税 / 处理 / 问题 / 的 / 通知,Y
财税[2010]65号,财税 / 2010 / 65 / 号,财税65 / 号,N
海关审价办法,海关 / 审价 / 办法,海关 / 审价 / 办法,Y
通讯费,通讯费,通讯 / 费,N
跨境人民币结算,跨境 / 人民币 / 结算,跨境 / 人民币 / 结算,Y
国税发[1995]065号,国 / 税发 / 1995 / 065 / 号,国税 / 发065 / 号,N
国家税务总局关于企业股权投资损失所得税处理问题的公告,国家 / 税务 / 总局 / 关于 / 企业 / 股权 / 投资 / 损失 / 所得税 / 处理 / 问题 / 的 / 公告,国家 / 税务 / 总局 / 关于 / 企业 / 股权 / 投资 / 损失 / 所得税 / 处理 / 问题 / 的 / 公告,Y
化工 税,化工 / 税,化工 / 税,Y
关于安置残疾人就业单位城镇土地使用税等政策的通知,关于 / 安置 / 残疾 / 人 / 就业 / 单位 / 城镇 / 土地 / 使用 / 税 / 等 / 政策 / 的 / 通知,关于 / 安置 / 残疾人 / 就业 / 单位 / 城镇 / 土地使用税 / 等 / 政策 / 的 / 通知,N
外债管理暂行,外债 / 管理 / 暂行,外债 / 管理 / 暂行,Y
何某盗窃罪案,何 / 某 / 盗窃 / 罪案,何某 / 盗窃 / 罪案,N
天津市国家税务局企业所得税减免税管理办法,天津 / 市 / 国家 / 税务局 / 企业 / 所得税 / 减免税 / 管理 / 办法,天津市 / 国家 / 税务局 / 企业 / 所得税 / 减免税 / 管理 / 办法,N
住房公积金管理办法,住房 / 公积金 / 管理 / 办法,住房 / 公积金 / 管理 / 办法,Y
国税发[2002]9号,国 / 税发 / 2002 / 9 / 号,国税 / 发9 / 号,N
非法金融机构和非法金融业务活动取缔办法,非法 / 金融 / 机构 / 和 / 非法 / 金融 / 业务 / 活动 / 取缔 / 办法,非法 / 金融 / 机构 / 和 / 非法 / 金融 / 业务 / 活动 / 取缔 / 办法,Y
民事证据规则,民事 / 证据 / 规则,民事 / 证据 / 规则,Y
保险公司股权管理办法,保险 / 公司 / 股权 / 管理 / 办法,保险 / 公司 / 股权 / 管理 / 办法,Y
买方信贷,买方 / 信贷,买方 / 信贷,Y
企业所得税法暂行条例,企业 / 所得税 / 法 / 暂行 / 条例,企业 / 所得税法 / 暂行 / 条例,N
国税发 2010 19号,国 / 税发 / 2010 / 19 / 号,国税 / 发 / 2010 / 19 / 号,N
"档案, 保存期限",档案 / 保存 / 期限,档案 / 保存期限,N
非居民企业股权转让所得,非 / 居民 / 企业 / 股权 / 转让 / 所得,非 / 居民 / 企业 / 股权 / 转让 / 所得,Y
增值税出口退税,增值税 / 出口 / 退税,增值税 / 出口 / 退税,Y
国家保密法,国家 / 保密法,国家 / 保密法,Y
营业税 免税,营业税 / 免税,营业税 / 免税,Y
北京市新技术产业开发试验区暂行条例,北京 / 市 / 新技术 / 产业 / 开发 / 试验区 / 暂行 / 条例,北京市 / 新 / 技术 / 产业 / 开发 / 试验区 / 暂行 / 条例,N
资本金结汇,资本金 / 结汇,资本金 / 结汇,Y
反洗钱法,反洗钱 / 法,反 / 洗钱 / 法,N
电子银行,电子 / 银行,电子 / 银行,Y
签证,签证,签证,Y
上市公司非公开发行股票实施细则,上市 / 公司 / 非 / 公开 / 发行 / 股票 / 实施 / 细则,上市 / 公司 / 非 / 公开 / 发行 / 股票 / 实施 / 细则,Y
国家税务总局关于企业合并分立业务有关所得税问题的通知,国家 / 税务 / 总局 / 关于 / 企业 / 合并 / 分立 / 业务 / 有关 / 所得税 / 问题 / 的 / 通知,国家 / 税务 / 总局 / 关于 / 企业 / 合并 / 分立 / 业务 / 有关 / 所得税 / 问题 / 的 / 通知,Y
BT,BT,BT,Y
餐饮业,餐饮业,餐饮业,Y
生产型企业,生产型 / 企业,生产型 / 企业,Y
社会保障法,社会 / 保障 / 法,社会 / 保障 / 法,Y
最高人民法院关于审理建设工程施工合同纠纷案件适用法律问题的解释,最高 / 人民 / 法院 / 关于 / 审理 / 建设 / 工程 / 施工 / 合同 / 纠纷 / 案件 / 适用 / 法律 / 问题 / 的 / 解释,最高 / 人民法院 / 关于 / 审理 / 建设 / 工程 / 施工 / 合同 / 纠纷 / 案件 / 适用 / 法律 / 问题 / 的 / 解释,N
国务院关于股份有限公司境外募集股份及上市的特别规定,国务院 / 关于 / 股份 / 有限 / 公司 / 境外 / 募集 / 股份 / 及 / 上市 / 的 / 特别 / 规定,国务院 / 关于 / 股份 / 有限公司 / 境外 / 募集 / 股份 / 及 / 上市 / 的 / 特别 / 规定,N
中华人民共和国食品安全法,中华 / 人民 / 共和国 / 食品 / 安全 / 法,中华人民共和国 / 食品 / 安全法,N
股东借款,股东 / 借款,股东 / 借款,Y
废旧物资,废旧 / 物资,废旧 / 物资,Y
加班费,加班费,加班费,Y
外籍个人 个人所得税,外籍 / 个人 / 个人 / 所得税,外籍 / 个人 / 个人所得税,N
并购贷款,并购 / 贷款,并购 / 贷款,Y
上海市建设工程承发包管理办法,上海 / 市 / 建设 / 工程 / 承发 / 包 / 管理 / 办法,上海市 / 建设 / 工程 / 承发包 / 管理 / 办法,N
国有股权转让,国有 / 股权 / 转让,国有股 / 权 / 转让,N
首次发行,首次 / 发行,首 / 次 / 发行,N
营业税 增值税,营业税 / 增值税,营业税 / 增值税,Y
国家税务总局公告[2011]第24号,国家 / 税务 / 总局 / 公告 / 2011 / 第 / 24 / 号,国家 / 税务 / 总局 / 公告第 / 24 / 号,N
研发和技术服务,研发 / 和 / 技术 / 服务,研发 / 和 / 技术 / 服务,Y
111号,111 / 号,111 / 号,Y
房地产开发资质,房地产 / 开发 / 资质,房地产 / 开发 / 资质,Y
外籍 社保,外籍 / 社保,外籍 / 社保,Y
《关于企业重组业务企业所得税处理若干问题的通知》,关于 / 企业 / 重组 / 业务 / 企业 / 所得税 / 处理 / 若干 / 问题 / 的 / 通知,关于 / 企业重组 / 业务 / 企业 / 所得税 / 处理 / 若干 / 问题 / 的 / 通知,N
著作权 修改 草案,着 / 作权 / 修改 / 草案,着 / 作 / 权 / 修改草案,N
城市规划调整,城市 / 规划 / 调整,城市 / 规划 / 调整,Y
证券 与 证券法 与 现行有效 与 全国,证券 / 与 / 证券法 / 与 / 现行 / 有效 / 与 / 全国,证券 / 与 / 证券法 / 与 / 现行 / 有效 / 与 / 全国,Y
融资租赁 计税,融资 / 租赁 / 计税,融资 / 租赁 / 计 / 税,N
减轻企业负担,减轻 / 企业 / 负担,减轻 / 企业 / 负担,Y
上海 餐厨垃圾,上海 / 餐厨 / 垃圾,上海 / 餐 / 厨 / 垃圾,N
股东知情权 管辖,股东 / 知情 / 权 / 管辖,股东 / 知情 / 权 / 管辖,Y
个人所得税免税扣除额,个人 / 所得税 / 免税 / 扣 / 除额,个人所得税 / 免税 / 扣除 / 额,N
劳动能力鉴定委员会,劳动 / 能力 / 鉴定 / 委员会,劳动 / 能力 / 鉴定 / 委员会,Y
